protein_id	gene_names	OR-01	OR-04	OR-07	OR-09	OR-10	OR-13	OR-20	OR-23	OR-25	PD-02	PD-03	PD-04	PD-06	PD-07	PD-08	PD-09	PD-10	PD-11
O43488	AKR7A2	24047000	38240000	7746200	7895700	13773000	22800000	16396000	43132000	13615000	21678000	20963000	43202000	11672000	16775000	NA	13217000	16431000	17366000
O43493	TGOLN2	3032700	4739200	1498500	8498000	2875300	1740900	5269400	4516200	NA	NA	NA	1748900	3966900	1361400	2652900	1395000	15580000	1265800
O43570	CA12	17974000	14466000	52733000	9753400	26909000	50129000	NA	30148000	26148000	6181700	14062000	25709000	16053000	10169000	NA	6268400	34336000	7194600
O43583	DENR	5913200	4308900	3200800	3140400	4825600	NA	2253700	3252200	NA	6547300	8639500	6321500	3548500	3376200	12954000	3861400	NA	5976100
O43592	XPOT	5815500	NA	3741500	NA	2885300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O43598	RCL	NA	2313700	NA	NA	NA	NA	2163900	2000000	NA	NA	3256700	4730600	NA	NA	NA	4701800	NA	NA
O43615	TIMM44	16991000	12058000	9754600	9170100	22702000	12471000	12584000	14006000	8583700	17239000	15470000	10280000	19369000	11155000	15697000	NA	5835700	14577000
O43617	TRAPPC3	2225300	3257200	NA	4273500	2720100	NA	3963700	4103300	3626700	NA	3833700	3667100	4081900	NA	NA	4557000	2720700	NA
O43633	CHMP2A	10316000	7538400	9854800	9385200	3085400	11702000	11619000	7108000	8900100	8443500	12020000	11496000	10996000	15298000	6928700	8119500	9182400	8007800
O43670	ZNF207	3247200	2913700	5187800	8349600	6905800	NA	5885300	NA	4616200	8068100	7062500	7647000	9484600	6101600	7819100	7840900	2860300	7115700
O43674	NDUFB5	7561700	NA	4759000	5025800	10894000	2743200	4478900	9370800	NA	3115100	3965200	3577400	4706200	3017600	NA	NA	5614100	1974800
O43676	NDUFB3	4830700	NA	5497000	8211200	10845000	NA	5303300	10802000	NA	NA	NA	NA	6700600	NA	NA	NA	NA	NA
O43681	ASNA1	11735000	12735000	11733000	24277000	13764000	12963000	19718000	12898000	17888000	11784000	30958000	13110000	13644000	10492000	20533000	10998000	13374000	19966000
O43684	BUB3	12941000	15174000	16485000	19909000	17681000	17015000	23968000	17416000	15826000	19653000	21176000	17319000	22333000	16598000	37674000	14858000	9758500	12070000
O43707;Q9H254	ACTN4	531260000	760910000	570170000	1098900000	595970000	680530000	751590000	804940000	526450000	680580000	934280000	825020000	605540000	751280000	491170000	541770000	703950000	530030000
O43708	GSTZ1	NA	NA	NA	NA	6895100	3221600	4275400	4921700	NA	2250200	NA	6544100	NA	NA	NA	NA	NA	NA
O43719	HTATSF1	5843900	4603600	2284200	3055400	6132300	4035300	2585800	2387800	NA	9205400	7533000	3905500	2432000	7991900	15638000	3436800	5949400	2351100
O43747	AP1G1	20317000	NA	15322000	22173000	23538000	11259000	16679000	26352000	12174000	16954000	19113000	13846000	11208000	16392000	NA	14807000	17736000	13096000
O43760	SYNGR2	37996000	27359000	18833000	20763000	28323000	48874000	35664000	68933000	28000000	17268000	20706000	23192000	45298000	19439000	38337000	32229000	47344000	26619000
O43765	SGTA	2458400	2480500	2639700	2235800	NA	3238800	3294500	2059700	NA	5260100	7561100	5763500	5210700	4079300	9312700	5418500	7778100	4283900
O43776	NARS	17347000	17602000	30901000	17864000	11047000	20272000	23188000	52992000	16345000	50335000	34592000	43858000	24445000	14217000	17135000	37778000	15609000	42839000
O43795;Q9UBC5	MYO1B	3490400	7893900	8958100	16604000	NA	17657000	NA	3689600	NA	10611000	5423400	NA	12534000	NA	NA	10304000	6419500	10372000
O43813	LANCL1	NA	6304900	NA	8118100	2613800	5261400	14369000	12372000	8810600	NA	8149800	2662900	NA	3281200	NA	NA	2387900	NA
O43819	SCO2	NA	NA	2291800	NA	NA	NA	NA	NA	NA	NA	NA	NA	3632200	3166700	NA	NA	NA	NA
O43837	IDH3B	6759300	8146700	9315700	9394500	5560600	5665600	14459000	NA	8896300	NA	5510200	NA	11222000	7879200	NA	NA	NA	6252800
O43852	CALU	56220000	NA	22939000	8537600	5803900	33583000	7234600	6766400	9971800	13319000	40176000	21833000	19030000	50082000	9620000	74054000	32135000	25838000
O43865	AHCYL1	12919000	15653000	5311500	7657700	8077200	16843000	30488000	52570000	3783000	12494000	24492000	24161000	10010000	4934200	NA	8810800	7350800	4742700
O60216	RAD21	4507100	NA	5637000	4470100	11235000	4640800	7493400	4389300	3682000	4906300	5750600	3083300	NA	3019100	NA	NA	5277100	NA
O60220	TIMM8A	4911600	3959700	3091800	3670900	14173000	NA	NA	7986000	NA	8068200	11939000	NA	NA	NA	NA	6059900	NA	NA
O60264	SMARCA5	39523000	96373000	25682000	37066000	27271000	27976000	52082000	15025000	15615000	27375000	23957000	28993000	29184000	22208000	54614000	32171000	27318000	23495000
O60271	SPAG9	NA	NA	NA	NA	NA	NA	NA	2810700	NA	NA	3431800	2924200	20393000	NA	NA	NA	8070700	NA
O60313	OPA1	22557000	50912000	28485000	25823000	61274000	20684000	62627000	37623000	30004000	15821000	15468000	17853000	24711000	16871000	13812000	11714000	22447000	27134000
O60341	KDM1A	NA	3007300	4914400	3327200	NA	NA	6184500	NA	NA	6494700	7668800	4225100	3781500	4223000	NA	3439200	2836900	3421100
O60437;REV__Q9UPN4	PPL	68536000	25220000	29500000	4014300	22173000	54812000	22800000	11192000	6134300	32108000	1938900	17133000	15863000	224460000	11688000	15065000	14187000	24208000
O60493	SNX3	13935000	7391400	11103000	11141000	6464800	6521900	5596800	8541600	6752200	6960700	5692400	8316500	8417700	10027000	NA	10512000	6757500	15416000
O60502	MGEA5	3891100	3004300	2331700	2467800	NA	4268400	5241000	3113600	5248200	NA	6069300	NA	2568900	3198300	NA	NA	NA	NA
O60506	SYNCRIP	114690000	140980000	186350000	111370000	223160000	103850000	194050000	182650000	118900000	159980000	176320000	137680000	168700000	192610000	161490000	121560000	113340000	83230000
O60524	NEMF	1091800	NA	NA	1990900	1296100	NA	1082700	1074200	NA	1508000	1573100	1021800	836720	NA	NA	NA	NA	NA
O60547	GMDS	NA	NA	NA	NA	NA	NA	NA	NA	NA	2990600	NA	5377800	NA	NA	NA	NA	NA	NA
O60568	PLOD3	5245400	NA	NA	NA	NA	2781100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O60610	DIAPH1	4130900	6047000	4466300	17825000	3002000	5807500	15638000	25326000	5174000	2006500	2880000	5214200	7416600	2837000	NA	4442900	3593100	8676100
O60613	Sep-15	6291100	11846000	3726300	9550000	3894800	3456600	5462700	11167000	5196800	5044600	3792400	5722900	3756100	4014300	3570500	9075300	5152700	4077000
O60664	PLIN3	100480000	55096000	52587000	54692000	43969000	53000000	52191000	28770000	68103000	75717000	109720000	100910000	88401000	116310000	52810000	121720000	42997000	69729000
O60684;O15131	KPNA6;KPNA5	10095000	5385000	4489500	10505000	NA	7118500	6757700	4610300	NA	5013900	6415300	4958600	4282700	8847200	11533000	3480200	NA	8731200
O60701	UGDH	12978000	71064000	85143000	44930000	15940000	110400000	26260000	22828000	28053000	134620000	181630000	18885000	269910000	149500000	71354000	166400000	32838000	119100000
O60716	CTNND1	49971000	64642000	47278000	63656000	126390000	109860000	40922000	163650000	19358000	74912000	19969000	72653000	63592000	44826000	71743000	24083000	54450000	142840000
O60749	SNX2	8881100	6761600	6642700	9411800	NA	NA	6594700	9800600	NA	7762200	6004900	7241900	5942800	NA	NA	6904900	NA	NA
O60762	DPM1	6072500	18147000	7471500	19830000	14948000	10029000	8364100	7626400	9922800	7803900	7515700	7595500	8193500	9971900	NA	9329500	9933000	5897100
O60763	USO1	75116000	79069000	34211000	69300000	46370000	53697000	52042000	90193000	101970000	51233000	65804000	77488000	63876000	58976000	74625000	44626000	48787000	42877000
O60784	TOM1	5015500	5695900	10864000	20992000	4001800	3980200	4379500	11036000	8035800	6242600	4715500	14727000	7152300	7075200	NA	8768600	3291000	3316700
O60814;P62807;P58876;Q5QNW6;Q93079;Q99877;Q99879;Q99880;P57053;Q96A08	HIST1H2BK;HIST1H2BC;HIST1H2BD;HIST2H2BF;HIST1H2BH;HIST1H2BN;HIST1H2BM;HIST1H2BL;H2BFS;HIST1H2BA	976600000	1217700000	1287200000	903580000	1712500000	916030000	924500000	898310000	856170000	1718900000	1759200000	1243500000	830920000	1040700000	951510000	1287300000	1294400000	733120000
O60831	PRAF2	NA	9522800	6801800	7860500	7297700	5399700	NA	2232100	4536400	NA	6284600	NA	4831600	NA	NA	6871900	5823200	5203300
O60832	DKC1	29938000	17558000	26263000	21485000	66282000	27008000	31457000	58262000	20939000	72104000	35240000	24140000	31608000	22202000	83429000	23648000	26089000	18344000
O60841	EIF5B	3320000	4269500	NA	4407300	3674200	NA	4409400	4410900	NA	4788100	4822900	4654700	2989300	NA	8567600	NA	4519500	7458900
O60884	DNAJA2	18909000	5784600	16128000	10385000	21440000	7343700	15913000	14350000	11309000	12419000	12117000	17871000	6822800	15042000	8373700	22344000	14463000	17957000
O60888	CUTA	NA	NA	NA	2221200	NA	NA	NA	NA	NA	5098000	5524900	NA	NA	7413900	NA	5355400	NA	6299700
O60934	NBN	NA	NA	1643300	NA	NA	NA	NA	4169600	NA	2595700	NA	2931800	2608800	NA	NA	NA	NA	NA
O60936	NOL3	6493100	NA	NA	3797500	NA	2203200	2562800	2918500	NA	NA	1538500	NA	NA	NA	NA	NA	3154700	27704000
O75027	ABCB7	1949700	7555700	NA	1514100	5170300	2931500	2866500	1971500	NA	2267800	4048800	NA	2586500	2908000	NA	2771700	3201700	3006300
O75052	NOS1AP	NA	NA	NA	3458700	NA	3620400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75063	FAM20B	NA	3053500	NA	2001200	NA	NA	3147600	1749400	9924300	NA	2780200	NA	2140900	6623500	NA	NA	NA	NA
O75083	WDR1	107460000	137570000	115550000	93722000	57609000	76905000	74038000	159190000	111020000	123520000	157790000	123700000	106460000	118740000	74701000	140160000	85621000	96066000
O75110	ATP9A	2868600	NA	1997500	14850000	1659900	NA	NA	1874300	NA	1823800	1756800	NA	2282000	NA	NA	2459800	NA	NA
O75116	ROCK2	NA	NA	NA	NA	1667800	NA	NA	NA	NA	NA	NA	NA	1747300	NA	NA	NA	NA	NA
O75122	CLASP2	NA	NA	NA	NA	NA	NA	1979400	NA	NA	1861000	NA	NA	NA	NA	NA	NA	NA	NA
O75131;O95741;Q96A23;Q96FN4	CPNE3	37738000	12189000	36870000	18920000	73277000	17277000	21090000	37096000	6049600	24481000	22378000	26395000	69980000	8310400	NA	16940000	25933000	20004000
O75146	HIP1R	1778100	3132900	NA	781530	NA	1130100	988880	43885000	1996900	1451300	1599900	1302600	NA	2587700	2913900	NA	2334400	1561700
O75190;Q8NHS0;Q8WWF6	DNAJB6	3408900	2912000	2923600	18134000	3019000	4303400	4710000	3094700	3660200	2260800	4103300	2961900	5956400	2087000	4188000	4413500	5372300	2660900
O75223	GGCT	NA	4511600	14453000	2653900	NA	6768100	4624400	4203600	6034100	18786000	25751000	21781000	6888200	55702000	NA	20807000	16813000	46651000
O75251	NDUFS7	NA	4304100	5789400	5422800	10138000	3446300	6791000	12033000	5632900	NA	5073100	NA	6362000	NA	6427400	NA	6979800	3076000
O75298	RTN2	NA	10666000	NA	NA	10680000	NA	1378800	NA	NA	2182400	NA	NA	NA	14094000	NA	NA	1936400	NA
O75306	NDUFS2	10418000	10011000	13809000	20639000	26540000	6822000	16002000	21589000	15059000	4122800	11702000	7034200	12201000	8168000	NA	7234400	13617000	7026700
O75323	GBAS	13112000	20702000	14750000	5546500	23624000	17507000	15117000	19204000	13010000	17421000	14329000	11589000	13309000	18098000	6596000	16089000	11052000	12344000
O75339	CILP	NA	NA	5981200	NA	3121800	9028200	NA	NA	NA	1683800	NA	NA	NA	2069300	NA	17369000	NA	NA
O75340	PDCD6	18279000	22638000	12511000	29583000	52864000	24588000	24542000	22732000	13392000	26358000	14616000	12168000	43004000	9130800	5874700	11348000	19585000	9800900
O75347	TBCA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6339900	11027000
O75348;O95670	ATP6V1G1	12400000	4416000	8166600	13709000	4555100	5605500	14763000	4859900	6295900	NA	4536300	7773100	6661800	4187700	7831000	12534000	6138200	6465700
O75351;Q6PIW4	VPS4B	16634000	10205000	11114000	8293100	5429500	19689000	11411000	10281000	7763900	16729000	14727000	18506000	18768000	18808000	NA	11177000	9919600	9332200
O75352	MPDU1	NA	8359700	4352700	8337300	6356100	10778000	4873900	11619000	NA	5618600	9649200	10017000	NA	NA	NA	4471100	10204000	5572200
O75356;REV__Q4UJ75;REV__Q5CZ79;REV__Q5SQ80;REV__Q5TYW2;REV__Q5VUR7	ENTPD5	NA	NA	NA	NA	NA	NA	NA	13560000	NA	NA	3281000	NA	NA	NA	NA	NA	NA	NA
O75367	H2AFY	186930000	283760000	477760000	407900000	318630000	286770000	513110000	285300000	179400000	351160000	256990000	177350000	204750000	255880000	143460000	220030000	229140000	194880000
O75368	SH3BGRL	14359000	6986700	6228700	12885000	6726200	23246000	8710500	1418600	24984000	67500000	141090000	51624000	64890000	295700000	26627000	33001000	68984000	87764000
O75369	FLNB	1839900000	1249400000	2117400000	1265800000	461150000	1199400000	1230100000	1976900000	930500000	861320000	1014900000	1759500000	1471100000	1231500000	786030000	466630000	2008900000	901960000
O75381	PEX14	NA	NA	NA	5580800	2476800	NA	NA	NA	NA	2575700	NA	NA	NA	NA	NA	NA	NA	NA
O75382	TRIM3	NA	22574000	14817000	5131700	NA	3035500	3828300	14821000	15022000	2476300	5373000	NA	2701400	10610000	1009800	12428000	2314500	2506100
O75390	CS	118430000	99011000	125150000	66583000	145830000	99685000	107840000	74097000	120960000	82334000	135470000	84010000	102160000	99350000	124810000	81208000	148260000	118570000
O75396	SEC22B	77274000	77773000	63784000	152110000	113890000	87849000	97431000	136920000	97813000	80207000	102410000	107660000	42452000	132540000	92211000	86246000	47469000	68459000
O75400	PRPF40A	12542000	10973000	11406000	11346000	21881000	15593000	14562000	9867500	10990000	12334000	15454000	17613000	13307000	13017000	7298800	12211000	10009000	13182000
O75431	MTX2	2852400	3564100	2760800	4682900	4504500	2482200	4695300	3761600	NA	NA	2652400	2745100	2656800	1897100	NA	1820700	1779500	2813700
O75436	VPS26A	17120000	11960000	15850000	24300000	18533000	19684000	21154000	23379000	15571000	18520000	18248000	8871000	16294000	14420000	6110900	14007000	14394000	15293000
O75439	PMPCB	6200800	9729200	NA	3176300	8611000	6740700	5899500	7528400	NA	5177500	6467200	5853800	5728400	6012800	NA	6248400	5545800	6427100
O75475	PSIP1	1630500	1951600	NA	2377200	1677100	1836700	3679300	1844800	2678300	2593300	2833900	NA	4826200	2589900	NA	NA	NA	NA
O75487;Q9Y625	GPC4	2311300	NA	NA	NA	NA	2033000	NA	NA	NA	NA	NA	NA	NA	3184800	NA	NA	NA	NA
O75489	NDUFS3	29998000	17063000	35885000	32391000	46454000	19858000	33254000	49025000	21262000	20330000	28741000	21742000	30328000	21305000	10435000	20324000	45051000	12613000
O75494;Q8WXF0	SRSF10	19903000	23375000	23120000	35752000	27942000	19896000	29707000	NA	13053000	20500000	27304000	14391000	20956000	19098000	NA	18565000	15748000	12426000
O75521	ECI2	4385000	3279300	1680000	5944600	NA	6409400	3592400	3040700	5388600	11287000	7395000	3704300	NA	3140900	NA	5332600	7496700	4804400
O75531	BANF1	31643000	28073000	14581000	73720000	127810000	37331000	16510000	11230000	11523000	17597000	53036000	16340000	8441200	7232700	25966000	12837000	44965000	16962000
O75533	SF3B1	60381000	79585000	52369000	79277000	92578000	73632000	77773000	67472000	56934000	67747000	85958000	73420000	67760000	66574000	89882000	62541000	66009000	54054000
O75534	CSDE1	13841000	7368200	7983200	12011000	10150000	9257800	10706000	7141100	7949400	15693000	16527000	13286000	8305200	10386000	12001000	9084200	7888100	11876000
O75569	PRKRA	NA	3742600	NA	NA	NA	NA	NA	4585700	NA	NA	NA	NA	NA	NA	2804300	4359900	NA	NA
O75596	CLEC3A	NA	NA	2147000	NA	10422000	NA	NA	NA	NA	NA	NA	4703300	NA	25162000	NA	NA	NA	NA
O75608	LYPLA1	3621000	3026700	13673000	2869000	4358800	6828900	8729100	33688000	9435600	12641000	6678200	2969900	9209900	2056700	NA	12218000	3581700	9668000
O75643	SNRNP200	83616000	67101000	52261000	60309000	76119000	81580000	83028000	65083000	47527000	76894000	77098000	64870000	64381000	58564000	85881000	54955000	59071000	50388000
O75674	TOM1L1	NA	NA	NA	NA	NA	NA	4718000	9657900	3421400	NA	3833200	NA	18253000	NA	NA	NA	NA	NA
O75694	NUP155	9045800	9134500	6381200	7744600	24185000	7262300	8894500	7015500	8369900	20760000	10097000	11100000	13916000	7177400	13424000	8338000	7216600	10120000
O75718	CRTAP	NA	NA	NA	5753300	NA	NA	NA	NA	NA	NA	NA	2062900	NA	NA	NA	2982000	NA	NA
O75746	SLC25A12	4708200	38222000	3700900	7257400	7112700	3359200	8921000	6236000	NA	3774900	NA	1922300	6403100	4870300	NA	5608600	3255800	10043000
O75821	EIF3G	12925000	11856000	9489100	12556000	10831000	NA	8714400	17038000	NA	18675000	13796000	11866000	15653000	8593000	12592000	6815200	10771000	15072000
O75822	EIF3J	19304000	21906000	17694000	32725000	20782000	13745000	20837000	35234000	23026000	17690000	18852000	22964000	24738000	9480100	16705000	15433000	16804000	20746000
O75828	CBR3	NA	NA	NA	3216900	NA	NA	NA	2860100	NA	NA	NA	3539500	NA	NA	NA	5837400	NA	NA
O75843	AP1G2	NA	4238400	2702900	15624000	2300400	13232000	2722000	3180700	NA	3700000	4275600	2824300	2666300	2539000	NA	NA	3405800	NA
O75844	ZMPSTE24	9673100	11703000	8612200	16711000	11557000	28292000	8080600	29486000	10616000	9275100	11632000	13944000	11225000	19169000	11010000	14921000	7627900	15995000
O75874	IDH1	12710000	8795900	12302000	33426000	9187700	42165000	6392400	4825500	24616000	27407000	13664000	36683000	48622000	23254000	20273000	63795000	66537000	13105000
O75880	SCO1	2364000	5896800	3268500	NA	NA	3041300	NA	NA	NA	4335800	NA	7451700	NA	1949200	8842500	NA	NA	NA
O75884	RBBP9	NA	NA	NA	NA	NA	2313100	NA	NA	NA	3308600	4417400	NA	NA	NA	NA	NA	NA	NA
O75886	STAM2	NA	1917700	3429100	5726900	NA	NA	3760700	6138900	NA	NA	NA	2937700	2998300	3334000	NA	NA	NA	NA
O75915	ARL6IP5	32763000	43824000	43257000	21424000	73238000	48876000	28075000	54550000	58479000	40341000	42493000	57842000	37142000	96357000	16950000	87185000	44706000	44781000
O75934	BCAS2	5909200	5653400	NA	NA	10396000	5975400	6597200	4854400	NA	6747800	4984200	7366800	6507100	4976300	NA	3550300	6945500	5101900
O75935	DCTN3	2387200	NA	NA	3131100	NA	NA	NA	NA	NA	1874600	2096400	2109400	1840300	1887200	NA	NA	2152500	NA
O75937	DNAJC8	6288100	13774000	4994500	10898000	7313800	6017900	11474000	10064000	NA	17177000	10088000	14794000	12732000	4775200	13902000	14046000	4332500	8880400
O75947	ATP5H	99539000	107350000	96870000	74082000	129560000	58522000	94967000	91166000	76271000	53866000	67518000	40544000	60855000	62029000	60200000	78209000	102660000	75969000
O75955	FLOT1	14369000	27417000	23342000	10087000	21709000	55619000	22218000	27016000	15839000	23294000	14050000	44091000	34275000	24087000	34376000	8285800	25634000	16570000
O75964	ATP5L	36005000	76919000	48413000	37092000	55052000	31372000	63665000	54899000	26758000	19579000	31546000	14273000	28908000	26705000	37494000	38106000	34992000	35695000
O75976	CPD	NA	NA	NA	6981400	NA	4450600	3201000	11529000	4832500	4479100	NA	NA	7643600	NA	NA	NA	NA	NA
O76003	GLRX3	23407000	10731000	3747000	16550000	8150000	3485000	9609800	7482000	14987000	14386000	11687000	11713000	13905000	7016500	16166000	9227700	12787000	39147000
O76021	RSL1D1	13598000	5338500	6530000	5142300	9657400	8031400	6942800	18276000	NA	20530000	13605000	12326000	20684000	8364400	32991000	9832300	9733300	8565700
O76024	WFS1	7853400	2969500	26080000	5329900	1947900	11543000	NA	12841000	9632200	NA	8835700	5322600	18224000	36062000	9398800	7929400	2872800	25349000
O76027	ANXA9	NA	1939000	NA	NA	NA	1776500	NA	NA	NA	NA	NA	NA	NA	32806000	NA	NA	NA	NA
O76031	CLPX	NA	2686000	NA	NA	8204200	NA	2930600	3900800	3355200	4126700	3566900	4287400	4536000	NA	3415700	NA	NA	3139000
O76041	NEBL	NA	NA	NA	NA	NA	NA	NA	NA	NA	1610600	NA	NA	NA	NA	NA	NA	NA	11272000
O76054;Q9UDX4	SEC14L2	NA	NA	NA	NA	NA	38454000	NA	NA	NA	14404000	4095000	4617600	6629300	1979700	NA	13565000	NA	NA
O76070	SNCG	NA	1721900	17602000	NA	NA	NA	NA	NA	NA	5444300	NA	NA	16401000	77869000	NA	NA	NA	26977000
O76074	PDE5A	NA	NA	510950	603750	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O76094	SRP72	29076000	22454000	22851000	39973000	16756000	15477000	36334000	40280000	21554000	22066000	27184000	30518000	25845000	22371000	43085000	17139000	25509000	11513000
O94760	DDAH1	NA	14929000	4666800	NA	NA	NA	3703200	7346800	4415100	3817700	7064600	10348000	NA	5112900	NA	2614100	NA	6760800
O94766	B3GAT3	5045400	26949000	NA	12196000	5180500	5109800	7584100	6215900	NA	3591000	2984700	NA	NA	3653400	NA	NA	4881800	4538700
O94776	MTA2	9366400	10718000	8135200	10957000	17549000	10242000	20733000	7745700	4353000	19505000	15509000	12198000	9089400	8659000	29226000	19327000	10731000	5754700
O94826	TOMM70A	36920000	37913000	40451000	40099000	52696000	27977000	49320000	45447000	33053000	27406000	25644000	22174000	44879000	43037000	15844000	21787000	38075000	38244000
O94830	DDHD2	NA	975190	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1476900	NA	NA
O94832	MYO1D	2986300	2868800	4506400	3866900	4054000	4734000	9667700	10121000	NA	NA	3114900	NA	NA	3019800	4091800	4494500	3630900	NA
O94855	SEC24D	5538300	3154600	3248500	17562000	NA	3698900	4466500	10525000	12369000	3313100	6656200	16116000	7934200	5578000	NA	5346000	11852000	NA
